target_mlux,formation_name,current_ma,pwm_percent,estimated_mlux,error_mlux,lower_measured_mlux,lower_pwm_percent,upper_measured_mlux,upper_pwm_percent,method
2140,formation_7_higher_light,43,92,2138.8,1.2,2047.6,90,2275.6,95,interpolated
2150,formation_7_higher_light,27,98,2148.74,1.26,1993.1,95,2252.5,100,interpolated
2160,formation_7_higher_light,38,94,2159.04,0.96,1982.8,90,2203.1,95,interpolated
2170,formation_7_higher_light,36,95,2170.7,0.7,1954.2,90,2170.7,95,interpolated
2180,formation_7_higher_light,46,92,2176.96,3.04,2083.6,90,2317.0,95,interpolated
2190,formation_7_higher_light,34,96,2189.94,0.06,2133.2,95,2416.9,100,interpolated
2200,formation_7_higher_light,27,99,2200.62,0.62,1993.1,95,2252.5,100,interpolated
2210,formation_7_higher_light,35,96,2210.2,0.2,2153.1,95,2438.6,100,interpolated
2220,formation_7_higher_light,30,98,2219.06,0.94,2056.7,95,2327.3,100,interpolated
2230,formation_7_higher_light,43,94,2230.0,0.0,2047.6,90,2275.6,95,interpolated
2240,formation_7_higher_light,31,98,2241.78,1.78,2077.5,95,2351.3,100,interpolated
2250,formation_7_higher_light,50,92,2250.42,0.42,2154.9,90,2393.7,95,interpolated
2260,formation_7_higher_light,38,96,2261.42,1.42,2203.1,95,2494.7,100,interpolated
2270,formation_7_higher_light,46,94,2270.32,0.32,2083.6,90,2317.0,95,interpolated
2280,formation_7_higher_light,47,94,2282.02,2.02,2094.5,90,2328.9,95,interpolated
2290,formation_7_higher_light,44,95,2289.4,0.6,2289.4,95,2594.5,100,interpolated
2300,formation_7_higher_light,50,93,2298.18,1.82,2154.9,90,2393.7,95,interpolated
2310,formation_7_higher_light,41,96,2308.78,1.22,2248.7,95,2549.1,100,interpolated
2320,formation_7_higher_light,38,97,2319.74,0.26,2203.1,95,2494.7,100,interpolated
2330,formation_7_higher_light,47,95,2328.9,1.1,2328.9,95,2639.9,100,interpolated
2340,formation_7_higher_light,48,95,2339.6,0.4,2339.6,95,2653.1,100,interpolated
2350,formation_7_higher_light,44,96,2350.42,0.42,2289.4,95,2594.5,100,interpolated
2360,formation_7_higher_light,34,99,2360.16,0.16,2133.2,95,2416.9,100,interpolated
2370,formation_7_higher_light,41,97,2368.86,1.14,2248.7,95,2549.1,100,interpolated
2380,formation_7_higher_light,46,96,2378.66,1.34,2317.0,95,2625.3,100,interpolated
2390,formation_7_higher_light,47,96,2391.1,1.1,2328.9,95,2639.9,100,interpolated
2400,formation_7_higher_light,36,99,2400.62,0.62,2170.7,95,2458.1,100,interpolated
2410,formation_7_higher_light,44,97,2411.44,1.44,2289.4,95,2594.5,100,interpolated
2420,formation_7_higher_light,37,99,2419.46,0.54,2187.7,95,2477.4,100,interpolated
2430,formation_7_higher_light,41,98,2428.94,1.06,2248.7,95,2549.1,100,interpolated
2440,formation_7_higher_light,46,97,2440.32,0.32,2317.0,95,2625.3,100,interpolated
2450,formation_7_higher_light,47,97,2453.3,3.3,2328.9,95,2639.9,100,interpolated
2460,formation_7_higher_light,50,96,2457.8,2.2,2393.7,95,2714.2,100,interpolated
2470,formation_7_higher_light,40,99,2472.2,2.2,2233.4,95,2531.9,100,interpolated
2480,formation_7_higher_light,49,97,2479.4,0.6,2353.2,95,2668.7,100,interpolated
2490,formation_7_higher_light,41,99,2489.02,0.98,2248.7,95,2549.1,100,interpolated
2500,formation_7_higher_light,46,98,2501.98,1.98,2317.0,95,2625.3,100,interpolated
2510,formation_7_higher_light,39,100,2512.8,2.8,2218.8,95,2512.8,100,interpolated
2520,formation_7_higher_light,50,97,2521.9,1.9,2393.7,95,2714.2,100,interpolated
2530,formation_7_higher_light,40,100,2531.9,1.9,2233.4,95,2531.9,100,interpolated
2540,formation_7_higher_light,49,98,2542.5,2.5,2353.2,95,2668.7,100,interpolated
2550,formation_7_higher_light,45,99,2549.96,0.04,2304.2,95,2611.4,100,interpolated
2560,formation_7_higher_light,46,99,2563.64,3.64,2317.0,95,2625.3,100,interpolated
2570,formation_7_higher_light,46,99,2563.64,6.36,2317.0,95,2625.3,100,interpolated
2580,formation_7_higher_light,47,99,2577.7,2.3,2328.9,95,2639.9,100,interpolated
2590,formation_7_higher_light,48,99,2590.4,0.4,2339.6,95,2653.1,100,interpolated
2600,formation_7_higher_light,49,99,2605.6,5.6,2353.2,95,2668.7,100,interpolated
2610,formation_7_higher_light,45,100,2611.4,1.4,2304.2,95,2611.4,100,interpolated
2620,formation_7_higher_light,46,100,2625.3,5.3,2317.0,95,2625.3,100,interpolated
2630,formation_7_higher_light,47,100,2639.9,9.9,2328.9,95,2639.9,100,interpolated
2640,formation_7_higher_light,50,99,2650.1,10.1,2393.7,95,2714.2,100,interpolated
2650,formation_7_higher_light,50,99,2650.1,0.1,2393.7,95,2714.2,100,interpolated
2660,formation_7_higher_light,49,100,2668.7,8.7,2353.2,95,2668.7,100,interpolated
2670,formation_7_higher_light,50,99,2650.1,19.9,2393.7,95,2714.2,100,interpolated
2680,formation_8_highest_light,4,12,2691.16,11.16,2216.4,10,3403.3,15,interpolated
2690,formation_8_highest_light,4,12,2691.16,1.16,2216.4,10,3403.3,15,interpolated
2700,formation_8_highest_light,4,12,2691.16,8.84,2216.4,10,3403.3,15,interpolated
2710,formation_7_higher_light,50,100,2714.2,4.2,2393.7,95,2714.2,100,interpolated
2720,formation_8_highest_light,4,12,2691.16,28.84,2216.4,10,3403.3,15,interpolated
2730,formation_8_highest_light,4,12,2691.16,38.84,2216.4,10,3403.3,15,interpolated
2740,formation_8_highest_light,4,12,2691.16,48.84,2216.4,10,3403.3,15,interpolated
2750,formation_8_highest_light,4,12,2691.16,58.84,2216.4,10,3403.3,15,interpolated
2760,formation_8_highest_light,4,12,2691.16,68.84,2216.4,10,3403.3,15,interpolated
2770,formation_8_highest_light,5,10,2763.4,6.6,2763.4,10,4192.8,15,interpolated
2780,formation_8_highest_light,5,10,2763.4,16.6,2763.4,10,4192.8,15,interpolated
2790,formation_8_highest_light,5,10,2763.4,26.6,2763.4,10,4192.8,15,interpolated
2800,formation_8_highest_light,5,10,2763.4,36.6,2763.4,10,4192.8,15,interpolated
2810,formation_8_highest_light,5,10,2763.4,46.6,2763.4,10,4192.8,15,interpolated
2820,formation_8_highest_light,5,10,2763.4,56.6,2763.4,10,4192.8,15,interpolated
2830,formation_8_highest_light,5,10,2763.4,66.6,2763.4,10,4192.8,15,interpolated
2840,formation_8_highest_light,5,10,2763.4,76.6,2763.4,10,4192.8,15,interpolated
2850,formation_8_highest_light,4,13,2928.54,78.54,2216.4,10,3403.3,15,interpolated
2860,formation_8_highest_light,4,13,2928.54,68.54,2216.4,10,3403.3,15,interpolated
2870,formation_8_highest_light,4,13,2928.54,58.54,2216.4,10,3403.3,15,interpolated
2880,formation_8_highest_light,4,13,2928.54,48.54,2216.4,10,3403.3,15,interpolated
2890,formation_8_highest_light,4,13,2928.54,38.54,2216.4,10,3403.3,15,interpolated
2900,formation_8_highest_light,4,13,2928.54,28.54,2216.4,10,3403.3,15,interpolated
2910,formation_8_highest_light,4,13,2928.54,18.54,2216.4,10,3403.3,15,interpolated
2920,formation_8_highest_light,4,13,2928.54,8.54,2216.4,10,3403.3,15,interpolated
2930,formation_8_highest_light,4,13,2928.54,1.46,2216.4,10,3403.3,15,interpolated
2940,formation_8_highest_light,4,13,2928.54,11.46,2216.4,10,3403.3,15,interpolated
2950,formation_8_highest_light,4,13,2928.54,21.46,2216.4,10,3403.3,15,interpolated
2960,formation_8_highest_light,4,13,2928.54,31.46,2216.4,10,3403.3,15,interpolated
2970,formation_8_highest_light,4,13,2928.54,41.46,2216.4,10,3403.3,15,interpolated
2980,formation_8_highest_light,4,13,2928.54,51.46,2216.4,10,3403.3,15,interpolated
2990,formation_8_highest_light,5,11,3049.28,59.28,2763.4,10,4192.8,15,interpolated
3000,formation_8_highest_light,5,11,3049.28,49.28,2763.4,10,4192.8,15,interpolated
3010,formation_8_highest_light,5,11,3049.28,39.28,2763.4,10,4192.8,15,interpolated
3020,formation_8_highest_light,5,11,3049.28,29.28,2763.4,10,4192.8,15,interpolated
3030,formation_8_highest_light,5,11,3049.28,19.28,2763.4,10,4192.8,15,interpolated
3040,formation_8_highest_light,5,11,3049.28,9.28,2763.4,10,4192.8,15,interpolated
3050,formation_8_highest_light,5,11,3049.28,0.72,2763.4,10,4192.8,15,interpolated
3060,formation_8_highest_light,5,11,3049.28,10.72,2763.4,10,4192.8,15,interpolated
3070,formation_8_highest_light,5,11,3049.28,20.72,2763.4,10,4192.8,15,interpolated
3080,formation_8_highest_light,5,11,3049.28,30.72,2763.4,10,4192.8,15,interpolated
3090,formation_8_highest_light,5,11,3049.28,40.72,2763.4,10,4192.8,15,interpolated
3100,formation_8_highest_light,5,11,3049.28,50.72,2763.4,10,4192.8,15,interpolated
3110,formation_8_highest_light,4,14,3165.92,55.92,2216.4,10,3403.3,15,interpolated
3120,formation_8_highest_light,4,14,3165.92,45.92,2216.4,10,3403.3,15,interpolated
3130,formation_8_highest_light,4,14,3165.92,35.92,2216.4,10,3403.3,15,interpolated
3140,formation_8_highest_light,4,14,3165.92,25.92,2216.4,10,3403.3,15,interpolated
3150,formation_8_highest_light,4,14,3165.92,15.92,2216.4,10,3403.3,15,interpolated
3160,formation_8_highest_light,4,14,3165.92,5.92,2216.4,10,3403.3,15,interpolated
3170,formation_8_highest_light,4,14,3165.92,4.08,2216.4,10,3403.3,15,interpolated
3180,formation_8_highest_light,4,14,3165.92,14.08,2216.4,10,3403.3,15,interpolated
3190,formation_8_highest_light,4,14,3165.92,24.08,2216.4,10,3403.3,15,interpolated
3200,formation_8_highest_light,4,14,3165.92,34.08,2216.4,10,3403.3,15,interpolated
3210,formation_8_highest_light,4,14,3165.92,44.08,2216.4,10,3403.3,15,interpolated
3220,formation_8_highest_light,4,14,3165.92,54.08,2216.4,10,3403.3,15,interpolated
3230,formation_8_highest_light,4,14,3165.92,64.08,2216.4,10,3403.3,15,interpolated
3240,formation_8_highest_light,4,14,3165.92,74.08,2216.4,10,3403.3,15,interpolated
3250,formation_8_highest_light,4,14,3165.92,84.08,2216.4,10,3403.3,15,interpolated
3260,formation_8_highest_light,5,12,3335.16,75.16,2763.4,10,4192.8,15,interpolated
3270,formation_8_highest_light,5,12,3335.16,65.16,2763.4,10,4192.8,15,interpolated
3280,formation_8_highest_light,5,12,3335.16,55.16,2763.4,10,4192.8,15,interpolated
3290,formation_8_highest_light,5,12,3335.16,45.16,2763.4,10,4192.8,15,interpolated
3300,formation_8_highest_light,5,12,3335.16,35.16,2763.4,10,4192.8,15,interpolated
3310,formation_8_highest_light,5,12,3335.16,25.16,2763.4,10,4192.8,15,interpolated
3320,formation_8_highest_light,5,12,3335.16,15.16,2763.4,10,4192.8,15,interpolated
3330,formation_8_highest_light,6,10,3325.3,4.7,3325.3,10,5060.6,15,interpolated
3340,formation_8_highest_light,5,12,3335.16,4.84,2763.4,10,4192.8,15,interpolated
3350,formation_8_highest_light,5,12,3335.16,14.84,2763.4,10,4192.8,15,interpolated
3360,formation_8_highest_light,5,12,3335.16,24.84,2763.4,10,4192.8,15,interpolated
3370,formation_8_highest_light,4,15,3403.3,33.3,2216.4,10,3403.3,15,interpolated
3380,formation_8_highest_light,4,15,3403.3,23.3,2216.4,10,3403.3,15,interpolated
3390,formation_8_highest_light,4,15,3403.3,13.3,2216.4,10,3403.3,15,interpolated
3400,formation_8_highest_light,4,15,3403.3,3.3,2216.4,10,3403.3,15,interpolated
3410,formation_8_highest_light,4,15,3403.3,6.7,3403.3,15,4450.3,20,interpolated
3420,formation_8_highest_light,4,15,3403.3,16.7,3403.3,15,4450.3,20,interpolated
3430,formation_8_highest_light,4,15,3403.3,26.7,3403.3,15,4450.3,20,interpolated
3440,formation_8_highest_light,4,15,3403.3,36.7,3403.3,15,4450.3,20,interpolated
3450,formation_8_highest_light,4,15,3403.3,46.7,3403.3,15,4450.3,20,interpolated
3460,formation_8_highest_light,4,15,3403.3,56.7,3403.3,15,4450.3,20,interpolated
3470,formation_8_highest_light,4,15,3403.3,66.7,3403.3,15,4450.3,20,interpolated
3480,formation_8_highest_light,4,15,3403.3,76.7,3403.3,15,4450.3,20,interpolated
3490,formation_8_highest_light,4,15,3403.3,86.7,3403.3,15,4450.3,20,interpolated
3500,formation_8_highest_light,4,15,3403.3,96.7,3403.3,15,4450.3,20,interpolated
3510,formation_8_highest_light,4,16,3612.7,102.7,3403.3,15,4450.3,20,interpolated
3520,formation_8_highest_light,4,16,3612.7,92.7,3403.3,15,4450.3,20,interpolated
3530,formation_8_highest_light,4,16,3612.7,82.7,3403.3,15,4450.3,20,interpolated
3540,formation_8_highest_light,4,16,3612.7,72.7,3403.3,15,4450.3,20,interpolated
3550,formation_8_highest_light,4,16,3612.7,62.7,3403.3,15,4450.3,20,interpolated
3560,formation_8_highest_light,4,16,3612.7,52.7,3403.3,15,4450.3,20,interpolated
3570,formation_8_highest_light,4,16,3612.7,42.7,3403.3,15,4450.3,20,interpolated
3580,formation_8_highest_light,4,16,3612.7,32.7,3403.3,15,4450.3,20,interpolated
3590,formation_8_highest_light,4,16,3612.7,22.7,3403.3,15,4450.3,20,interpolated
3600,formation_8_highest_light,4,16,3612.7,12.7,3403.3,15,4450.3,20,interpolated
3610,formation_8_highest_light,4,16,3612.7,2.7,3403.3,15,4450.3,20,interpolated
3620,formation_8_highest_light,5,13,3621.04,1.04,2763.4,10,4192.8,15,interpolated
3630,formation_8_highest_light,5,13,3621.04,8.96,2763.4,10,4192.8,15,interpolated
3640,formation_8_highest_light,5,13,3621.04,18.96,2763.4,10,4192.8,15,interpolated
3650,formation_8_highest_light,6,11,3672.36,22.36,3325.3,10,5060.6,15,interpolated
3660,formation_8_highest_light,6,11,3672.36,12.36,3325.3,10,5060.6,15,interpolated
3670,formation_8_highest_light,6,11,3672.36,2.36,3325.3,10,5060.6,15,interpolated
3680,formation_8_highest_light,6,11,3672.36,7.64,3325.3,10,5060.6,15,interpolated
3690,formation_8_highest_light,6,11,3672.36,17.64,3325.3,10,5060.6,15,interpolated
3700,formation_8_highest_light,6,11,3672.36,27.64,3325.3,10,5060.6,15,interpolated
3710,headlight_all_leds,4,10,3706.0,4.0,3706.0,10,5586.8,15,interpolated
3720,headlight_all_leds,4,10,3706.0,14.0,3706.0,10,5586.8,15,interpolated
3730,headlight_all_leds,4,10,3706.0,24.0,3706.0,10,5586.8,15,interpolated
3740,headlight_all_leds,4,10,3706.0,34.0,3706.0,10,5586.8,15,interpolated
3750,headlight_all_leds,4,10,3706.0,44.0,3706.0,10,5586.8,15,interpolated
3760,headlight_all_leds,4,10,3706.0,54.0,3706.0,10,5586.8,15,interpolated
3770,formation_8_highest_light,4,17,3822.1,52.1,3403.3,15,4450.3,20,interpolated
3780,formation_8_highest_light,4,17,3822.1,42.1,3403.3,15,4450.3,20,interpolated
3790,formation_8_highest_light,4,17,3822.1,32.1,3403.3,15,4450.3,20,interpolated
3800,formation_8_highest_light,4,17,3822.1,22.1,3403.3,15,4450.3,20,interpolated
3810,formation_8_highest_light,4,17,3822.1,12.1,3403.3,15,4450.3,20,interpolated
3820,formation_8_highest_light,4,17,3822.1,2.1,3403.3,15,4450.3,20,interpolated
3830,formation_8_highest_light,4,17,3822.1,7.9,3403.3,15,4450.3,20,interpolated
3840,formation_8_highest_light,4,17,3822.1,17.9,3403.3,15,4450.3,20,interpolated
3850,formation_8_highest_light,4,17,3822.1,27.9,3403.3,15,4450.3,20,interpolated
3860,formation_8_highest_light,4,17,3822.1,37.9,3403.3,15,4450.3,20,interpolated
3870,formation_8_highest_light,5,14,3906.92,36.92,2763.4,10,4192.8,15,interpolated
3880,formation_8_highest_light,5,14,3906.92,26.92,2763.4,10,4192.8,15,interpolated
3890,formation_8_highest_light,5,14,3906.92,16.92,2763.4,10,4192.8,15,interpolated
3900,formation_8_highest_light,5,14,3906.92,6.92,2763.4,10,4192.8,15,interpolated
3910,formation_8_highest_light,5,14,3906.92,3.08,2763.4,10,4192.8,15,interpolated
3920,formation_8_highest_light,5,14,3906.92,13.08,2763.4,10,4192.8,15,interpolated
3930,formation_8_highest_light,5,14,3906.92,23.08,2763.4,10,4192.8,15,interpolated
3940,formation_8_highest_light,5,14,3906.92,33.08,2763.4,10,4192.8,15,interpolated
3950,formation_8_highest_light,5,14,3906.92,43.08,2763.4,10,4192.8,15,interpolated
3960,formation_8_highest_light,5,14,3906.92,53.08,2763.4,10,4192.8,15,interpolated
3970,formation_8_highest_light,6,12,4019.42,49.42,3325.3,10,5060.6,15,interpolated
3980,formation_8_highest_light,6,12,4019.42,39.42,3325.3,10,5060.6,15,interpolated
3990,formation_8_highest_light,6,12,4019.42,29.42,3325.3,10,5060.6,15,interpolated
4000,formation_8_highest_light,6,12,4019.42,19.42,3325.3,10,5060.6,15,interpolated
4010,formation_8_highest_light,6,12,4019.42,9.42,3325.3,10,5060.6,15,interpolated
4020,formation_8_highest_light,6,12,4019.42,0.58,3325.3,10,5060.6,15,interpolated
4030,formation_8_highest_light,4,18,4031.5,1.5,3403.3,15,4450.3,20,interpolated
4040,formation_8_highest_light,4,18,4031.5,8.5,3403.3,15,4450.3,20,interpolated
4050,formation_8_highest_light,4,18,4031.5,18.5,3403.3,15,4450.3,20,interpolated
4060,headlight_all_leds,4,11,4082.16,22.16,3706.0,10,5586.8,15,interpolated
4070,headlight_all_leds,4,11,4082.16,12.16,3706.0,10,5586.8,15,interpolated
4080,headlight_all_leds,4,11,4082.16,2.16,3706.0,10,5586.8,15,interpolated
4090,headlight_all_leds,4,11,4082.16,7.84,3706.0,10,5586.8,15,interpolated
4100,headlight_all_leds,4,11,4082.16,17.84,3706.0,10,5586.8,15,interpolated
4110,headlight_all_leds,4,11,4082.16,27.84,3706.0,10,5586.8,15,interpolated
4120,headlight_all_leds,4,11,4082.16,37.84,3706.0,10,5586.8,15,interpolated
4130,headlight_all_leds,4,11,4082.16,47.84,3706.0,10,5586.8,15,interpolated
4140,formation_8_highest_light,5,15,4192.8,52.8,2763.4,10,4192.8,15,interpolated
4150,formation_8_highest_light,5,15,4192.8,42.8,2763.4,10,4192.8,15,interpolated
4160,formation_8_highest_light,5,15,4192.8,32.8,2763.4,10,4192.8,15,interpolated
4170,formation_8_highest_light,5,15,4192.8,22.8,2763.4,10,4192.8,15,interpolated
4180,formation_8_highest_light,5,15,4192.8,12.8,2763.4,10,4192.8,15,interpolated
4190,formation_8_highest_light,5,15,4192.8,2.8,2763.4,10,4192.8,15,interpolated
4200,formation_8_highest_light,5,15,4192.8,7.2,4192.8,15,5610.0,20,interpolated
4210,formation_8_highest_light,5,15,4192.8,17.2,4192.8,15,5610.0,20,interpolated
4220,formation_8_highest_light,4,19,4240.9,20.9,3403.3,15,4450.3,20,interpolated
4230,formation_8_highest_light,4,19,4240.9,10.9,3403.3,15,4450.3,20,interpolated
4240,formation_8_highest_light,4,19,4240.9,0.9,3403.3,15,4450.3,20,interpolated
4250,formation_8_highest_light,4,19,4240.9,9.1,3403.3,15,4450.3,20,interpolated
4260,formation_8_highest_light,4,19,4240.9,19.1,3403.3,15,4450.3,20,interpolated
4270,formation_8_highest_light,7,11,4298.66,28.66,3891.9,10,5925.7,15,interpolated
4280,formation_8_highest_light,7,11,4298.66,18.66,3891.9,10,5925.7,15,interpolated
4290,formation_8_highest_light,7,11,4298.66,8.66,3891.9,10,5925.7,15,interpolated
4300,formation_8_highest_light,7,11,4298.66,1.34,3891.9,10,5925.7,15,interpolated
4310,formation_8_highest_light,7,11,4298.66,11.34,3891.9,10,5925.7,15,interpolated
4320,formation_8_highest_light,7,11,4298.66,21.34,3891.9,10,5925.7,15,interpolated
4330,formation_8_highest_light,7,11,4298.66,31.34,3891.9,10,5925.7,15,interpolated
4340,formation_8_highest_light,6,13,4366.48,26.48,3325.3,10,5060.6,15,interpolated
4350,formation_8_highest_light,6,13,4366.48,16.48,3325.3,10,5060.6,15,interpolated
4360,formation_8_highest_light,6,13,4366.48,6.48,3325.3,10,5060.6,15,interpolated
4370,formation_8_highest_light,6,13,4366.48,3.52,3325.3,10,5060.6,15,interpolated
4380,formation_8_highest_light,6,13,4366.48,13.52,3325.3,10,5060.6,15,interpolated
4390,formation_8_highest_light,6,13,4366.48,23.52,3325.3,10,5060.6,15,interpolated
4400,formation_8_highest_light,6,13,4366.48,33.52,3325.3,10,5060.6,15,interpolated
4410,formation_8_highest_light,4,20,4450.3,40.3,3403.3,15,4450.3,20,interpolated
4420,formation_8_highest_light,4,20,4450.3,30.3,3403.3,15,4450.3,20,interpolated
